user_id,track_id,rating,song_name,artist_name
user_4,Scorpions_Every_Minute_Every_Day,4,Every Minute Every Day,Scorpions
user_4,Ella_Fitzgerald_Five_OClock_Whistle,5,Five O'Clock Whistle,Ella Fitzgerald
user_4,Freestyle_All_I_Want,5,All I Want,Freestyle
user_4,Conway_Twitty_Faded_Love,5,Faded Love,Conway Twitty
user_4,Roy_Orbison_Afraid_To_Sleep,5,Afraid To Sleep,Roy Orbison
user_4,Adele_Now_And_Then,4,Now And Then,Adele
user_4,Adam_Sandler_Creepin_On_The_Mayor,4,Creepin' On The Mayor,Adam Sandler
user_4,Steely_Dan_Parkers_Band,4,Parker's Band,Steely Dan
user_4,Toto_How_Many_Times,3,How Many Times,Toto
user_4,Clash_Career_Opportunities,5,Career Opportunities,Clash
user_4,Def_Leppard_When_Saturday_Comes,4,When Saturday Comes,Def Leppard
user_4,Youth_Of_Today_No_More,5,No More,Youth Of Today
user_4,Annie_We_Got_Annie,3,We Got Annie,Annie
user_4,Air_Supply_Nothings_Gonna_Change_My_Love_For_You,5,Nothing's Gonna Change My Love For You,Air Supply
user_4,ABBA_I_Am_The_City,4,I Am The City,ABBA
user_4,Dean_Martin_Dont_Let_The_Stars_Get_In_Your_Eyes,4,Don't Let The Stars Get In Your Eyes,Dean Martin
user_4,Regine_Velasquez_Now_That_Youre_Gone,4,Now That You're Gone,Regine Velasquez
user_4,ABBA_Eagle,5,Eagle,ABBA
user_4,Matt_Redman_Seeing_You,4,Seeing You,Matt Redman
user_4,Dolly_Parton_I_Dreamed_Of_A_Hillbilly_Heaven,5,I Dreamed Of A Hillbilly Heaven,Dolly Parton
user_4,America_My_Dear,4,My Dear,America
user_4,ABBA_Like_An_Angel_Passing_Through_My_Room,4,Like An Angel Passing Through My Room,ABBA
user_4,Air_Supply_Miracles,4,Miracles,Air Supply
user_4,OAR_To_Zion_Goes_I,5,To Zion Goes I,O.A.R.
user_4,Neil_Diamond_And_I_Love_Her,5,And I Love Her,Neil Diamond
user_4,Gloria_Estefan_Music_Of_My_Heart,5,Music Of My Heart,Gloria Estefan
user_4,Ozzy_Osbourne_In_The_End_Radio_Version,3,In The End (Radio Version),Ozzy Osbourne
user_4,Donna_Summer_Drivin_Down_Brazil,5,Drivin' Down Brazil,Donna Summer
user_5,Cher_Carousel_Man,5,Carousel Man,Cher
user_5,Bing_Crosby_The_Little_Drummer_Boy,4,The Little Drummer Boy,Bing Crosby
user_5,Bread_Lost_Without_Your_Love,5,Lost Without Your Love,Bread
user_5,Nicki_Minaj_Hell_Yeah,5,Hell Yeah,Nicki Minaj
user_5,Hank_Williams_Jr_Before_You_Fell_Out_Of_Love_With_Me,4,Before You Fell Out Of Love With Me,Hank Williams Jr.
user_5,Dean_Martin_I_Take_Alot_Of_Pride_In_What_I_Am,4,I Take Alot Of Pride In What I Am,Dean Martin
user_5,Adele_Dont_You_Remember,5,Don't You Remember,Adele
user_5,Alan_Parsons_Project_What_Goes_Up,3,What Goes Up...,Alan Parsons Project
user_5,ABBA_My_Mama_Said,3,My Mama Said,ABBA
user_5,Lenny_Kravitz_Good_Morning,4,Good Morning,Lenny Kravitz
user_5,Gary_Numan_Strange_Charm,4,Strange Charm,Gary Numan
user_5,Elton_John_I_Want_Love,5,I Want Love,Elton John
user_5,Bob_Dylan_Clothes_Line,5,Clothes Line,Bob Dylan
user_5,Kinks_Animals_In_The_Zoo,5,Animals In The Zoo,Kinks
user_5,Christina_Aguilera_Little_Dreamer,4,Little Dreamer,Christina Aguilera
user_5,ABBA_Ahes_My_Kind_Of_Girl,3,Ahe's My Kind Of Girl,ABBA
user_5,Lionel_Richie_Still,4,Still,Lionel Richie
user_5,ABBA_Kisses_Of_Fire,4,Kisses Of Fire,ABBA
user_5,Bob_Dylan_Bob_Dylans_Blues,4,Bob Dylan's Blues,Bob Dylan
user_5,Poison_Home__CCs_Story,5,Home ( C.C.'s Story),Poison
user_5,Pretenders_Watching_The_Clothes,4,Watching The Clothes,Pretenders
user_5,Joni_Mitchell_London_Bridge,5,London Bridge,Joni Mitchell
user_5,The_Monkees_Time_And_Time_Again,5,Time And Time Again,The Monkees
user_5,Drake_Believe_It_Or_Not,4,Believe It Or Not,Drake
user_5,The_Beatles_Little_Child,5,Little Child,The Beatles
user_5,Bon_Jovi_Bad_Medicine,5,Bad Medicine,Bon Jovi
user_5,Planetshakers_Phenomena,4,Phenomena,Planetshakers
user_5,Air_Supply_The_Christmas_Song,5,The Christmas Song,Air Supply
user_5,Cheap_Trick_Elo_Kiddies,5,Elo Kiddies,Cheap Trick
user_5,Cat_Stevens_Here_Comes_My_Baby,5,Here Comes My Baby,Cat Stevens
user_5,ABBA_King_Kong_Song,4,King Kong Song,ABBA
user_5,Fleetwood_Mac_Everywhere,5,Everywhere,Fleetwood Mac
user_5,ABBA_Eagle,5,Eagle,ABBA
user_5,Inna_Dancing_Lambada,5,Dancing Lambada,Inna
user_5,Dolly_Parton_Dont_Call_It_Love,5,Don't Call It Love,Dolly Parton
user_5,Kanye_West_Excuse_Me_Miss_Again_Remix,5,Excuse Me Miss Again (Remix),Kanye West
user_5,Cake_Hem_Of_Your_Garment,4,Hem Of Your Garment,Cake
user_5,ABBA_Take_A_Chance_On_Me,5,Take A Chance On Me,ABBA
user_5,Aerosmith_Janies_Got_A_Gun,5,Janie's Got A Gun,Aerosmith
user_5,Amy_Grant_Love_Has_Come,5,Love Has Come,Amy Grant
user_6,Air_Supply_Book_Of_Love,4,Book Of Love,Air Supply
user_6,Nitty_Gritty_Dirt_Band_Ive_Been_Looking,4,I've Been Looking,Nitty Gritty Dirt Band
user_6,Christina_Aguilera_Fell_For_The_Enemy,4,Fell For The Enemy,Christina Aguilera
user_6,Allman_Brothers_Band_Sailin_cross_The_Devils_Sea,5,Sailin' 'cross The Devil's Sea,Allman Brothers Band
user_6,Avril_Lavigne_I_Wont_Be_Home_For_Christmas,3,I Won't Be Home For Christmas,Avril Lavigne
user_6,Celine_Dion_Any_Other_Way,5,Any Other Way,Celine Dion
user_6,Arrogant_Worms_Christmas_Sucks,5,Christmas Sucks,Arrogant Worms
user_6,Eddie_Cochran_Cotton_Picker,4,Cotton Picker,Eddie Cochran
user_6,ABBA_Burning_My_Bridges,3,Burning My Bridges,ABBA
user_6,Barbra_Streisand_For_Petes_Sake,4,For Pete's Sake,Barbra Streisand
user_6,Conway_Twitty_Every_Day_Family_Man,5,Every Day Family Man,Conway Twitty
user_6,Lenny_Kravitz_Superstition,4,Superstition,Lenny Kravitz
user_7,John_McDermott_The_Old_Man,5,The Old Man,John McDermott
user_7,ABBA_Free_As_A_Bumble_Bee,5,Free As A Bumble Bee,ABBA
user_7,ABBA_Cassandra,5,Cassandra,ABBA
user_7,Adam_Sandler_Steve_Polychronopolous,2,Steve Polychronopolous,Adam Sandler
user_7,ABBA_Andante_Andante,3,"Andante, Andante",ABBA
user_7,ABBA_Here_Well_Stay,5,Here We'll Stay,ABBA
user_7,Rihanna_Needed_Me,5,Needed Me,Rihanna
user_7,Hillsong_United_Above_All,5,Above All,Hillsong United
user_7,Ace_Of_Base_Look_Around_Me,5,Look Around Me,Ace Of Base
user_7,Marilyn_Manson_Luci_In_The_Sky_With_Demons,5,Luci In The Sky With Demons,Marilyn Manson
user_7,Kenny_Loggins_Nobodys_Fool,5,Nobody's Fool,Kenny Loggins
user_7,Van_Morrison_How_Long_Has_This_Been_Going_On,4,How Long Has This Been Going On?,Van Morrison
user_7,Alison_Krauss_Dark_Skies,5,Dark Skies,Alison Krauss
user_7,Chicago_Poem_58,5,Poem 58,Chicago
user_7,America_Riverside,5,Riverside,America
user_7,Alabama_Love_In_The_First_Degree,5,Love In The First Degree,Alabama
user_7,Ariana_Grande_Higher,4,Higher,Ariana Grande
user_7,Barbie_Connect,5,Connect,Barbie
user_7,Alan_Parsons_Project_Cant_Take_It_With_You,3,Can't Take It With You,Alan Parsons Project
user_7,Jimmy_Buffett_Mademoiselle_Voulez-vous_Danser,5,Mademoiselle Voulez-vous Danser,Jimmy Buffett
user_7,Alison_Krauss_Blue_Trail_Of_Sorrow,5,Blue Trail Of Sorrow,Alison Krauss
user_7,ABBA_Dance,5,Dance,ABBA
user_7,Avril_Lavigne_The_Punk_Show,4,The Punk Show,Avril Lavigne
user_7,ABBA_As_Good_As_New,4,As Good As New,ABBA
user_7,Foo_Fighters_Disenchanted_Lullaby,4,Disenchanted Lullaby,Foo Fighters
user_7,Etta_James_Do_Nothin_Till_You_Hear_From_Me,4,Do Nothin' Till You Hear From Me,Etta James
user_7,Eric_Clapton_Born_In_Time,4,Born In Time,Eric Clapton
user_7,Billy_Joel_Time_And_Time_Again,3,Time And Time Again,Billy Joel
user_7,Don_Henley_Annabel,5,Annabel,Don Henley
user_7,Spandau_Ballet_Always_In_The_Back_Of_My_Mind,3,Always In The Back Of My Mind,Spandau Ballet
user_7,ABBA_Ive_Been_Waiting_For_You,5,I've Been Waiting For You,ABBA
user_8,Aerosmith_Pink,4,Pink,Aerosmith
user_8,Adele_Think_That_I_Get_Told_The_Court,4,Think That I Get Told The Court,Adele
user_8,Neil_Young_Drivin_Thunder,5,Drivin' Thunder,Neil Young
user_8,Air_Supply_Love_Conquers_Time,5,Love Conquers Time,Air Supply
user_8,Bruce_Springsteen_Crush_On_You,5,Crush On You,Bruce Springsteen
user_8,Kirsty_Maccoll_Quietly_Alone,4,Quietly Alone,Kirsty Maccoll
user_8,Eric_Clapton_Give_Me_Strength,4,Give Me Strength,Eric Clapton
user_8,Perry_Como_Ivy_Rose,5,Ivy Rose,Perry Como
user_8,Air_Supply_Does_It_Matter,4,Does It Matter,Air Supply
user_8,Aiza_Seguerra_Open_Arms,3,Open Arms,Aiza Seguerra
user_8,ABBA_Chiquitita,5,Chiquitita,ABBA
user_8,Air_Supply_Big_Cat,4,Big Cat,Air Supply
user_8,Barbra_Streisand_Didnt_We,4,Didn't We,Barbra Streisand
user_8,Air_Supply_I_Dont_Want_To_Lose_You,3,I Don't Want To Lose You,Air Supply
user_8,ABBA_Ive_Been_Waiting_For_You,5,I've Been Waiting For You,ABBA
user_8,ABBA_The_Way_Old_Friends_Do,4,The Way Old Friends Do,ABBA
user_8,Elton_John_Its_Getting_Dark_In_Here,5,It's Getting Dark In Here,Elton John
user_8,Alabama_Tar_Top,5,Tar Top,Alabama
user_8,Chaka_Khan_Feel_Good,4,Feel Good,Chaka Khan
user_8,Freestyle_The_Girls,5,The Girls,Freestyle
user_9,High_School_Musical_Can_I_Have_This_Dance,4,Can I Have This Dance,High School Musical
user_9,America_These_Brown_Eyes,5,These Brown Eyes,America
user_9,Avril_Lavigne_Touchdown_Boy,5,Touchdown Boy,Avril Lavigne
user_9,Chicago_Mah_Jong,4,Mah Jong,Chicago
user_9,ABBA_As_Good_As_New,4,As Good As New,ABBA
user_9,Bob_Dylan_If_You_Gotta_Go_Go_Now,5,"If You Gotta Go, Go Now",Bob Dylan
user_9,Alan_Parsons_Project_The_Voice,3,The Voice,Alan Parsons Project
user_9,Bob_Seger_The_Long_Goodbye,5,The Long Goodbye,Bob Seger
user_9,ABBA_The_Piper,4,The Piper,ABBA
user_9,Kelly_Clarkson_Empty_Handed,5,Empty Handed,Kelly Clarkson
user_9,Kiss_Secretly_Cruel,4,Secretly Cruel,Kiss
user_9,Quiet_Riot_Itchycoo_Park,3,Itchycoo Park,Quiet Riot
user_9,Carpenters_Rainy_Days_And_Mondays,3,Rainy Days And Mondays,Carpenters
user_9,Foo_Fighters_Freaks_By_Live,5,Freaks By Live,Foo Fighters
user_9,ABBA_If_It_Wasnt_For_The_Nights,5,If It Wasn't For The Nights,ABBA
user_9,Hollies_Hard_Hard_Year,4,"Hard, Hard Year",Hollies
user_9,Kenny_Rogers_One_More_Day,5,One More Day,Kenny Rogers
user_9,Zebrahead_Enemy,3,Enemy,Zebrahead
user_9,Deep_Purple_Shield,4,Shield,Deep Purple
user_9,Ace_Of_Base_Cecilia,3,Cecilia,Ace Of Base
user_9,Barbra_Streisand_It_Had_To_Be_You,4,It Had To Be You,Barbra Streisand
user_9,Chaka_Khan_All_Of_Me,5,All Of Me,Chaka Khan
user_9,Nine_Inch_Nails_With_Teeth,4,With Teeth,Nine Inch Nails
user_9,John_Prine_Linda_Goes_To_Mars,4,Linda Goes To Mars,John Prine
user_9,Carpenters_All_You_Get_From_Love_Is_A_Love_Song,5,All You Get From Love Is A Love Song,Carpenters
user_9,Vince_Gill_Silver_Bells,4,Silver Bells,Vince Gill
user_9,Linda_Ronstadt_Damage,5,Damage,Linda Ronstadt
user_9,America_Foolin,4,Foolin',America
user_9,ABBA_Move_On,5,Move On,ABBA
user_9,Aerosmith_Rag_Doll,5,Rag Doll,Aerosmith
user_9,Amy_Grant_Old_Mans_Rubble,3,Old Man's Rubble,Amy Grant
user_9,Aerosmith_Take_It_Easy,4,Take It Easy,Aerosmith
user_9,Air_Supply_Sleigh_Ride,5,Sleigh Ride,Air Supply
user_9,Beach_Boys_Angel_Come_Home,4,Angel Come Home,Beach Boys
user_9,Air_Supply_Empty_Pages,5,Empty Pages,Air Supply
user_9,Kirsty_Maccoll_Other_Peoples_Hearts,4,Other People's Hearts,Kirsty Maccoll
user_9,ABBA_I_Am_Just_A_Girl,4,I Am Just A Girl,ABBA
user_9,Hank_Snow_Come_The_Morning,4,Come The Morning,Hank Snow
user_9,Conway_Twitty_Darling_You_Know_I_Wouldnt_Lie,5,"Darling, You Know I Wouldn't Lie",Conway Twitty
user_9,Unearth_Overcome,5,Overcome,Unearth
user_9,ABBA_S_O_S,5,S. O. S.,ABBA
user_9,Cinderella_Nobodys_Fool,4,Nobody's Fool,Cinderella
user_10,Cliff_Richard_Ease_Along,4,Ease Along,Cliff Richard
user_10,Ella_Fitzgerald_I_Love_Paris,5,I Love Paris,Ella Fitzgerald
user_10,Air_Supply_She_Never_Heard_Me_Call,5,She Never Heard Me Call,Air Supply
user_10,America_Catch_That_Train,3,Catch That Train,America
user_10,n_Sync_Riddle,3,Riddle,'n Sync
user_10,Louis_Armstrong_Tomorrow_Night,4,Tomorrow Night,Louis Armstrong
user_10,Blur_Down,5,Down,Blur
user_10,Kim_Wilde_Falling_Out,5,Falling Out,Kim Wilde
user_10,Ramones_Tomorrow_She_Goes_Away,5,Tomorrow She Goes Away,Ramones
user_10,Dusty_Springfield_Mockingbird,4,Mockingbird,Dusty Springfield
user_10,Tool_Intolerance,5,Intolerance,Tool
user_10,Kylie_Minogue_Heaven_And_Earth,5,Heaven And Earth,Kylie Minogue
user_10,Megadeth_Rattlehead,4,Rattlehead,Megadeth
user_10,Human_League_Dont_You_Want_Me,5,Dont You Want Me,Human League
user_10,Diana_Ross_I_Want_You,5,I Want You,Diana Ross
user_10,Judy_Garland_Good_Morning,4,Good Morning!,Judy Garland
user_10,Carly_Simon_Our_First_Day_Together,5,Our First Day Together,Carly Simon
user_10,Christmas_Songs_Angels_From_The_Realm_Of_Glory,4,Angels From The Realm Of Glory,Christmas Songs
user_11,HIM_Sigillum_Diaboli,5,Sigillum Diaboli,HIM
user_11,Children_Bicycle_Built_For_Two_version_2,4,Bicycle Built For Two (version 2),Children
user_11,Ella_Fitzgerald_Change_Partners,4,Change Partners,Ella Fitzgerald
user_11,Leonard_Cohen_The_Third_Invention,4,The Third Invention,Leonard Cohen
user_11,Frankie_Laine_Some_Day,5,Some Day,Frankie Laine
user_11,Human_League_MoraleYouve_Lost_That_Loving_Feeling,3,Morale...You've Lost That Loving Feeling,Human League
user_11,Face_To_Face_Ordinary,5,Ordinary,Face To Face
user_11,Conway_Twitty_Before_The_Next_Teardrop_Falls,4,Before The Next Teardrop Falls,Conway Twitty
user_11,Bee_Gees_Lost_In_Your_Love,5,Lost In Your Love,Bee Gees
user_11,ABBA_Andante_Andante,3,"Andante, Andante",ABBA
user_11,Lana_Del_Rey_Last_Girl_On_Earth,4,Last Girl On Earth,Lana Del Rey
user_11,Jimmy_Buffett_Here_We_Are,5,Here We Are,Jimmy Buffett
user_11,Train_Am_I_Reaching_You_Now,5,Am I Reaching You Now,Train
user_11,Lauryn_Hill_I_Will_Follow_Him,4,I Will Follow Him,Lauryn Hill
user_11,Elvis_Costello_Fallen,4,Fallen,Elvis Costello
user_11,Ray_Charles_Sorry_Seems_To_Be_The_Hardest_Word,5,Sorry Seems To Be The Hardest Word,Ray Charles
